"host_response_time","host_is_superhost","host_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_group_cleansed","room_type","accommodates","bedrooms","beds","price","minimum_nights_avg_ntm","maximum_nights_avg_ntm","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_location","review_scores_value","instant_bookable","reviews_per_month","host_since_season","host_since_year","host_response_rate_cat","host_acceptance_rate_cat"
"a few days or more",FALSE,82,TRUE,TRUE,"Ciutat Vella","Private room",1,1,1,33,32,1125,0,0,0,0,5,0,0,84,9,8,10,8,FALSE,0.05,"Autumn","2011","very low","Unknown"
"a few days or more",FALSE,82,TRUE,TRUE,"Ciutat Vella","Private room",2,1,2,33,32,1125,0,0,0,0,1,0,0,84,9,8,10,8,FALSE,0.01,"Autumn","2011","very low","Unknown"
"a few days or more",FALSE,82,TRUE,TRUE,"Ciutat Vella","Private room",1,1,1,29,32,1125,0,0,0,0,2,0,0,70,7,7,9,7,FALSE,0.02,"Autumn","2011","very low","Unknown"
"a few days or more",FALSE,82,TRUE,TRUE,"Ciutat Vella","Private room",1,1,1,27,32,1125,0,0,0,0,0,0,0,80,10,6,10,6,FALSE,0.07,"Autumn","2011","very low","Unknown"
"within a few hours",FALSE,3,TRUE,TRUE,"Eixample","Entire home/apt",6,3,4,105,2.6,120,30,48,73,336,234,12,0,90,9,9,10,9,FALSE,2.31,"Autumn","2011","very high","very high"
"within an hour",FALSE,7,TRUE,TRUE,"Gràcia","Entire home/apt",3,1,0,73,3,1107.2,20,41,71,155,151,6,0,91,10,10,10,9,TRUE,1.44,"Spring","2011","very high","very high"
"a few days or more",FALSE,82,TRUE,TRUE,"Ciutat Vella","Private room",1,1,1,24,32,1124,0,0,0,0,10,4,0,73,9,6,9,8,FALSE,0.71,"Autumn","2011","very low","Unknown"
"within an hour",FALSE,1,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",5,2,3,51,1,1125,28,58,88,363,630,78,6,91,10,9,10,9,TRUE,6.1,"Winter","2011","very high","very high"
"within a few hours",TRUE,6,TRUE,TRUE,"Ciutat Vella","Entire home/apt",2,1,2,50,31,1125,29,59,89,364,22,1,0,95,10,10,10,9,FALSE,0.22,"Summer","2011","very high","high"
"Unknown",TRUE,1,TRUE,FALSE,"Eixample","Entire home/apt",2,1,2,70,21.1,1125,30,60,90,180,254,10,0,96,10,10,10,9,TRUE,2.55,"Winter","2012","Unknown","very high"
"within an hour",TRUE,1,TRUE,TRUE,"Eixample","Entire home/apt",6,3,3,155,3,1125,26,49,79,111,176,14,0,99,10,10,10,10,FALSE,1.71,"Winter","2012","very high","very high"
"within a day",FALSE,3,TRUE,TRUE,"Eixample","Entire home/apt",6,2,3,115,30,1125,17,46,70,340,22,7,0,96,9,10,10,9,TRUE,0.21,"Spring","2012","very high","very high"
"Unknown",FALSE,0,TRUE,FALSE,"Sants-Montjuïc","Entire home/apt",2,1,1,85,4,365,24,40,68,323,51,1,0,94,10,10,9,9,TRUE,0.49,"Winter","2012","Unknown","very high"
"Unknown",FALSE,2,TRUE,FALSE,"Ciutat Vella","Entire home/apt",2,2,3,60,32,1125,29,59,89,89,89,1,0,97,10,10,10,9,FALSE,0.86,"Winter","2012","Unknown","low"
"Unknown",FALSE,1,TRUE,TRUE,"Eixample","Private room",2,1,2,30,1,30,0,0,0,0,21,0,0,91,9,8,9,9,FALSE,0.2,"Winter","2012","Unknown","Unknown"
"Unknown",TRUE,1,TRUE,FALSE,"Nou Barris","Private room",2,1,1,60,1,1125,30,60,90,365,33,3,0,99,10,10,10,10,FALSE,0.46,"Winter","2012","Unknown","low"
"Unknown",FALSE,2,TRUE,TRUE,"Ciutat Vella","Private room",2,1,1,30,14,1125,0,0,0,0,58,2,0,93,10,10,9,10,TRUE,0.58,"Winter","2012","Unknown","high"
"within a few hours",TRUE,7,TRUE,TRUE,"Eixample","Entire home/apt",5,3,4,80,2,1125,0,0,0,0,420,37,1,95,10,10,10,9,FALSE,4.2,"Summer","2011","very high","very high"
"within a few hours",FALSE,3,TRUE,TRUE,"Eixample","Private room",2,1,1,20,4,1125,24,45,75,350,180,14,0,95,10,9,10,10,TRUE,1.77,"Winter","2011","very high","very high"
"within an hour",TRUE,3,TRUE,TRUE,"Eixample","Private room",2,1,1,15,7,90,7,7,7,7,217,15,1,96,10,10,10,10,TRUE,2.17,"Winter","2012","very high","very high"
"within an hour",TRUE,7,TRUE,TRUE,"Sant Martí","Entire home/apt",4,1,2,95,1.9,1125,0,23,53,61,6,3,0,100,10,9,10,10,TRUE,0.08,"Winter","2012","very high","very high"
"within an hour",TRUE,3,TRUE,TRUE,"Sarrià-Sant Gervasi","Entire home/apt",4,1,2,148,2,1125,0,0,0,192,79,10,0,93,10,10,9,10,TRUE,0.94,"Winter","2012","very high","very high"
"within a day",FALSE,1,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",6,1,6,115,3,10,30,60,90,365,102,4,0,88,9,9,9,8,FALSE,1.53,"Winter","2012","very high","very high"
"within an hour",FALSE,21,TRUE,TRUE,"Gràcia","Entire home/apt",4,1,1,45,15,1125,30,60,90,170,23,8,0,90,9,9,9,9,TRUE,0.37,"Winter","2012","very high","very high"
"within an hour",FALSE,21,TRUE,TRUE,"Gràcia","Entire home/apt",7,3,5,58,10.9,1125,29,59,89,118,16,5,0,91,10,9,9,9,TRUE,0.21,"Winter","2012","very high","very high"
"within an hour",FALSE,21,TRUE,TRUE,"Gràcia","Entire home/apt",6,2,2,55,4.3,1125,17,41,71,100,34,4,0,85,9,9,10,8,TRUE,0.38,"Winter","2012","very high","very high"
"Unknown",FALSE,0,TRUE,TRUE,"Sants-Montjuïc","Private room",2,1,2,30,2,1125,29,59,89,364,7,0,0,93,9,10,10,9,FALSE,0.07,"Winter","2012","Unknown","Unknown"
"within an hour",FALSE,22,TRUE,TRUE,"Eixample","Entire home/apt",6,3,4,114,3,1125,30,60,90,365,35,2,0,93,10,10,10,9,TRUE,0.4,"Autumn","2011","very high","very high"
"within an hour",FALSE,8,TRUE,TRUE,"Eixample","Entire home/apt",5,2,4,124,2,1125,30,60,90,365,102,8,0,94,10,9,9,9,TRUE,1.29,"Winter","2012","very high","very high"
"within a few hours",FALSE,0,TRUE,TRUE,"Ciutat Vella","Entire home/apt",6,2,4,80,2,1125,0,0,0,228,130,13,0,91,10,9,10,9,FALSE,1.68,"Winter","2012","very high","very high"
"within an hour",TRUE,2,TRUE,TRUE,"Gràcia","Entire home/apt",6,3,4,56,1,1125,6,24,52,315,208,40,1,97,10,10,10,10,TRUE,2.1,"Winter","2012","very high","very high"
"within an hour",TRUE,3,TRUE,TRUE,"Eixample","Private room",2,1,2,28,1.4,1125,0,20,43,223,163,36,1,97,10,10,10,10,TRUE,1.79,"Winter","2012","very high","very high"
"within an hour",FALSE,8,TRUE,TRUE,"Sant Martí","Entire home/apt",4,2,2,80,2,1125,0,0,0,0,320,43,2,94,9,8,9,9,TRUE,4.35,"Winter","2012","very high","very high"
"Unknown",FALSE,3,TRUE,TRUE,"Ciutat Vella","Entire home/apt",2,1,1,60,32,350,0,0,0,84,26,0,0,84,9,9,9,8,FALSE,0.27,"Winter","2012","Unknown","Unknown"
"within an hour",TRUE,0,TRUE,TRUE,"Sants-Montjuïc","Private room",2,1,2,26,2,30,30,39,46,46,59,14,1,96,10,10,9,9,FALSE,0.65,"Winter","2012","very high","very high"
"within a few hours",TRUE,1,TRUE,TRUE,"Eixample","Entire home/apt",4,2,2,85,3,1125,3,3,3,272,281,18,1,94,10,9,10,9,TRUE,2.73,"Winter","2012","very high","very high"
"within a day",FALSE,4,TRUE,TRUE,"Eixample","Entire home/apt",4,3,3,59,3.1,90,29,59,89,349,77,12,1,95,10,9,10,9,TRUE,0.78,"Autumn","2011","very high","very high"
"a few days or more",FALSE,134,TRUE,TRUE,"Ciutat Vella","Entire home/apt",6,3,4,40,29,1125,30,60,90,365,0,0,0,100,8,10,10,8,FALSE,0.2,"Autumn","2011","low","very low"
"within an hour",FALSE,2,TRUE,TRUE,"Gràcia","Entire home/apt",4,2,3,64,2,1125,27,55,84,113,379,54,2,93,10,9,10,9,TRUE,3.73,"Autumn","2011","very high","very high"
"within a few hours",TRUE,2,TRUE,TRUE,"Eixample","Private room",1,1,1,37,2,1125,19,49,79,169,312,26,0,95,9,9,10,9,TRUE,3.11,"Winter","2012","very high","very high"
"within an hour",TRUE,2,TRUE,TRUE,"Ciutat Vella","Private room",2,1,1,59,1.2,10,24,39,69,159,420,27,0,95,10,9,10,9,FALSE,4.1,"Autumn","2011","very high","very high"
"a few days or more",FALSE,134,TRUE,TRUE,"Eixample","Entire home/apt",6,3,4,160,1,1125,1,1,1,1,9,0,0,71,7,9,8,7,FALSE,0.09,"Autumn","2011","low","very low"
"a few days or more",FALSE,3,TRUE,TRUE,"Ciutat Vella","Entire home/apt",5,2,5,64,32,360,29,59,89,364,70,1,0,89,9,9,10,9,TRUE,0.7,"Winter","2012","very low","very high"
"within a day",FALSE,8,TRUE,TRUE,"Eixample","Entire home/apt",2,1,1,100,2,360,26,56,75,329,92,19,0,99,10,10,10,10,FALSE,0.91,"Spring","2011","very high","very high"
"within an hour",FALSE,3,TRUE,TRUE,"Eixample","Private room",2,1,1,25,2,30,29,59,89,130,263,30,0,90,9,9,10,9,FALSE,2.63,"Winter","2012","very high","very high"
"within an hour",TRUE,38,TRUE,TRUE,"Ciutat Vella","Entire home/apt",6,3,6,388,1.7,33.9,22,43,73,294,213,27,1,93,9,10,10,9,TRUE,2.08,"Autumn","2012","very high","very high"
"within a day",FALSE,3,TRUE,TRUE,"Ciutat Vella","Entire home/apt",4,2,4,140,32,300,29,59,89,364,319,30,0,87,9,8,10,9,FALSE,3.2,"Winter","2012","very high","very high"
"within an hour",FALSE,3,TRUE,TRUE,"Eixample","Private room",2,1,1,27,2,30,29,59,89,130,332,25,0,88,9,9,10,9,FALSE,3.29,"Winter","2012","very high","very high"
"within an hour",FALSE,1,TRUE,FALSE,"Eixample","Entire home/apt",3,2,3,155,4,1125,0,7,7,33,19,0,0,91,10,10,9,9,TRUE,0.19,"Spring","2012","very high","very high"
"Unknown",FALSE,1,TRUE,TRUE,"Eixample","Private room",3,1,3,26,2,1125,1,1,1,1,21,1,0,98,9,9,10,10,FALSE,0.21,"Spring","2012","Unknown","very low"
"within an hour",FALSE,2,TRUE,TRUE,"Eixample","Private room",3,1,2,38,2,1125,30,57,84,174,395,36,0,93,9,9,10,9,TRUE,3.88,"Spring","2012","very high","very high"
"Unknown",FALSE,1,TRUE,TRUE,"Eixample","Private room",3,1,2,53,2,1125,0,0,0,0,117,3,0,97,9,9,10,9,FALSE,1.17,"Spring","2012","Unknown","very high"
"within a few hours",FALSE,2,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",8,4,8,200,3.1,1125,7,7,7,8,212,16,0,91,10,9,9,9,TRUE,2.55,"Spring","2012","very high","very high"
"Unknown",TRUE,1,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",4,2,2,81,3,365,0,0,0,0,245,20,0,94,10,10,10,9,FALSE,2.51,"Summer","2011","Unknown","very high"
"Unknown",FALSE,1,TRUE,TRUE,"Eixample","Private room",2,1,1,100,3,30,0,0,0,0,10,6,0,90,8,10,9,9,FALSE,0.59,"Spring","2012","Unknown","very low"
"within an hour",FALSE,1,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",7,3,3,40,2,365,30,60,90,341,342,31,2,93,9,9,10,9,FALSE,3.36,"Spring","2012","very high","high"
"within a day",FALSE,3,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",3,2,2,96,2,1125,28,58,88,354,176,10,0,90,9,9,10,9,FALSE,1.74,"Spring","2011","very high","very high"
"within a few hours",FALSE,10,TRUE,TRUE,"Eixample","Entire home/apt",4,2,2,460,3,1125,30,60,90,365,56,0,0,96,10,10,10,9,FALSE,0.55,"Winter","2011","very high","average"
"Unknown",FALSE,1,TRUE,TRUE,"Eixample","Private room",2,1,1,25,2,30,0,0,0,0,25,0,0,95,10,10,10,9,FALSE,0.25,"Spring","2012","Unknown","very low"
"Unknown",FALSE,1,TRUE,TRUE,"Gràcia","Entire home/apt",5,2,2,124,30,1125,1,1,1,1,95,2,0,95,9,10,10,9,FALSE,1.08,"Spring","2012","Unknown","high"
"within a day",TRUE,2,TRUE,TRUE,"Eixample","Private room",1,1,1,27,2,1125,2,25,55,330,53,3,0,97,10,9,10,10,FALSE,0.87,"Spring","2012","very high","high"
"within an hour",FALSE,10,TRUE,TRUE,"Ciutat Vella","Entire home/apt",6,2,3,71,2.6,365,27,57,86,351,31,13,12,97,10,10,10,10,TRUE,0.34,"Spring","2012","very high","very high"
"within a day",TRUE,1,TRUE,TRUE,"Sarrià-Sant Gervasi","Entire home/apt",8,4,8,420,4.1,60,29,59,89,358,54,5,0,95,10,10,10,9,FALSE,0.72,"Spring","2012","high","high"
"within an hour",TRUE,2,TRUE,TRUE,"Eixample","Entire home/apt",5,2,6,99,5.6,1125,16,38,68,155,236,36,2,96,10,10,10,10,FALSE,2.37,"Summer","2011","very high","very high"
"within an hour",FALSE,2,TRUE,TRUE,"Eixample","Private room",2,1,1,50,2,1125,1,1,1,2,246,0,0,96,10,10,10,10,TRUE,2.44,"Spring","2012","very high","very high"
"Unknown",TRUE,2,TRUE,FALSE,"Eixample","Private room",1,1,1,50,3,1125,30,60,90,365,116,1,0,96,10,10,10,9,TRUE,1.15,"Spring","2012","Unknown","very high"
"Unknown",FALSE,4,TRUE,FALSE,"Horta-Guinardó","Entire home/apt",9,3,8,130,2.6,30,29,59,89,349,55,6,0,94,10,10,9,10,FALSE,0.89,"Spring","2018","Unknown","Unknown"
"within a few hours",FALSE,1,TRUE,TRUE,"Gràcia","Entire home/apt",6,2,3,140,2,30,29,59,89,362,261,27,0,92,9,9,10,9,TRUE,2.62,"Spring","2012","very high","very high"
"within an hour",FALSE,16,TRUE,TRUE,"Eixample","Entire home/apt",6,2,4,94,2.6,669.8,27,57,87,362,88,6,0,93,9,9,10,9,TRUE,0.93,"Spring","2012","very high","very high"
"Unknown",FALSE,3,TRUE,TRUE,"Ciutat Vella","Private room",3,1,2,34,2,1125,29,59,89,269,107,5,0,86,9,9,9,8,FALSE,1.09,"Autumn","2011","Unknown","very high"
"Unknown",FALSE,3,TRUE,TRUE,"Ciutat Vella","Private room",2,1,1,49,2,1125,20,50,80,260,90,9,0,95,10,10,10,10,FALSE,1.05,"Autumn","2011","Unknown","very high"
"within a day",TRUE,3,TRUE,TRUE,"Eixample","Entire home/apt",5,2,3,250,4,365,30,60,90,365,39,0,0,93,10,9,9,9,FALSE,0.39,"Spring","2012","very high","average"
"within an hour",FALSE,12,TRUE,TRUE,"Eixample","Entire home/apt",5,2,3,61,3.2,1125,30,60,90,207,100,14,1,92,10,10,10,9,TRUE,1.01,"Spring","2012","very high","very high"
"within a day",TRUE,1,TRUE,TRUE,"Ciutat Vella","Private room",2,1,1,43,3,1125,30,60,90,180,315,26,0,95,10,10,10,10,FALSE,3.25,"Spring","2012","very high","very high"
"Unknown",FALSE,2,TRUE,FALSE,"Sants-Montjuïc","Private room",2,1,1,32,1,60,30,60,90,90,53,4,0,93,9,9,9,9,TRUE,0.58,"Spring","2012","Unknown","very high"
"within a few hours",FALSE,6,TRUE,TRUE,"Ciutat Vella","Entire home/apt",4,1,2,87,3.3,1125,3,27,36,215,130,21,1,92,9,10,10,9,FALSE,1.3,"Autumn","2011","very high","very high"
"within a few hours",FALSE,6,TRUE,TRUE,"Ciutat Vella","Entire home/apt",3,1,2,101,3.9,1125,30,60,90,238,121,15,1,96,10,10,10,9,FALSE,1.21,"Autumn","2011","very high","very high"
"Unknown",FALSE,2,TRUE,TRUE,"Eixample","Private room",2,1,1,28,1,30,0,0,0,0,43,0,0,98,10,10,10,10,FALSE,0.43,"Spring","2012","Unknown","Unknown"
"within an hour",FALSE,15,TRUE,TRUE,"Eixample","Entire home/apt",6,3,3,156,12.4,365,29,56,86,208,15,8,0,95,10,9,9,9,TRUE,0.33,"Autumn","2011","very high","very high"
"within a few hours",TRUE,1,TRUE,FALSE,"Eixample","Private room",2,1,1,50,2,3,23,53,83,358,29,8,0,96,10,10,10,9,FALSE,0.39,"Spring","2012","very high","high"
"within an hour",TRUE,1,TRUE,TRUE,"Sarrià-Sant Gervasi","Entire home/apt",2,1,2,35,3,1125,12,42,72,347,24,3,0,90,9,9,9,9,FALSE,0.24,"Spring","2012","very high","very high"
"within a few hours",TRUE,2,TRUE,TRUE,"Eixample","Private room",2,1,2,33,2,15,0,0,0,0,105,1,0,97,10,10,10,10,FALSE,1.43,"Spring","2014","very high","very high"
"within a day",FALSE,25,TRUE,TRUE,"Ciutat Vella","Entire home/apt",7,2,2,138,32,300,30,60,90,365,30,0,0,84,8,8,10,9,FALSE,0.3,"Spring","2012","average","high"
"Unknown",FALSE,1,TRUE,TRUE,"Eixample","Private room",2,1,1,33,2,180,22,52,82,172,67,0,0,93,9,9,10,9,FALSE,0.68,"Spring","2012","Unknown","very low"
"within a day",FALSE,3,TRUE,TRUE,"Sant Martí","Entire home/apt",4,2,3,105,2,1125,0,0,0,0,120,13,0,87,9,9,10,9,FALSE,1.75,"Spring","2012","very high","very high"
"Unknown",FALSE,1,TRUE,TRUE,"Gràcia","Private room",2,1,1,40,2,6,26,51,81,356,111,36,0,95,10,10,10,9,FALSE,2.83,"Winter","2012","Unknown","very high"
"within a few hours",FALSE,38,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",8,4,4,100,3,1124,0,0,0,0,199,29,0,90,10,9,10,9,FALSE,2.02,"Autumn","2011","very high","very high"
"within an hour",FALSE,1,TRUE,FALSE,"Eixample","Entire home/apt",3,1,2,60,3.1,1125,30,60,90,90,56,1,0,90,9,9,10,9,TRUE,0.56,"Spring","2012","very high","very high"
"Unknown",FALSE,1,TRUE,TRUE,"Sant Martí","Private room",2,1,1,80,1,10,29,59,89,364,63,0,0,90,9,10,9,9,FALSE,0.71,"Autumn","2011","Unknown","very low"
"within an hour",TRUE,5,TRUE,TRUE,"Gràcia","Entire home/apt",4,2,3,143,3,1125,30,60,90,365,34,2,0,94,10,10,10,9,FALSE,0.61,"Spring","2012","very high","average"
"within an hour",TRUE,5,TRUE,TRUE,"Sarrià-Sant Gervasi","Entire home/apt",5,2,3,171,5.6,365,30,60,90,180,50,4,0,96,10,10,10,9,FALSE,0.75,"Spring","2012","very high","average"
"within an hour",TRUE,5,TRUE,TRUE,"Sarrià-Sant Gervasi","Entire home/apt",5,2,3,138,3.3,365,0,0,0,0,21,1,0,96,10,9,10,9,FALSE,0.39,"Spring","2012","very high","average"
"within a day",TRUE,1,TRUE,FALSE,"Sants-Montjuïc","Entire home/apt",4,2,3,85,3,1125,29,59,89,364,61,8,0,90,9,9,9,9,TRUE,0.62,"Spring","2012","very high","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Gràcia","Private room",1,1,1,79,7,365,30,60,90,365,0,0,0,86,9,9,9,8,FALSE,0.86,"Spring","2012","Unknown","Unknown"
"within an hour",FALSE,2,TRUE,TRUE,"Sant Martí","Private room",1,1,1,22,4,1125,10,25,55,330,193,6,0,92,9,9,9,9,FALSE,1.93,"Spring","2012","very high","high"
"within an hour",FALSE,7,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",8,4,5,180,3,1125,30,48,78,341,49,1,0,93,10,9,9,9,TRUE,0.49,"Winter","2012","very high","very high"
"Unknown",FALSE,1,TRUE,TRUE,"Eixample","Private room",15,15,0,160,1,1125,30,60,90,365,4,1,0,100,10,10,10,10,FALSE,0.06,"Summer","2011","Unknown","very high"
"Unknown",FALSE,1,TRUE,TRUE,"Sants-Montjuïc","Private room",3,1,2,50,1,1125,0,0,0,0,0,0,0,80,8,8,10,8,FALSE,0.02,"Spring","2012","Unknown","Unknown"
"within an hour",FALSE,53,TRUE,TRUE,"Eixample","Entire home/apt",4,1,1,82,2.6,300,30,53,76,235,23,12,0,94,10,9,10,9,TRUE,0.48,"Spring","2012","very high","high"
"within a few hours",FALSE,9,TRUE,TRUE,"Les Corts","Private room",2,1,1,9,30,120,7,30,60,99,28,0,0,96,9,9,9,9,FALSE,0.28,"Spring","2012","very high","very high"
"within a few hours",FALSE,3,TRUE,TRUE,"Eixample","Entire home/apt",2,1,2,27,32,150,0,0,0,173,91,3,0,93,9,8,10,9,FALSE,0.91,"Spring","2012","very high","very high"
"within an hour",FALSE,0,TRUE,TRUE,"Eixample","Private room",2,1,1,58,2,7,0,0,0,0,89,1,0,95,10,10,10,10,FALSE,0.98,"Spring","2012","very high","low"
"within a few hours",FALSE,9,TRUE,TRUE,"Les Corts","Private room",2,1,1,9,30,1125,7,30,60,60,27,1,0,97,9,9,10,10,FALSE,0.27,"Spring","2012","very high","very high"
"within an hour",TRUE,5,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",3,2,2,100,4.3,300,0,0,0,153,219,20,0,99,10,10,10,10,FALSE,2.24,"Spring","2012","very high","very high"
"Unknown",TRUE,1,TRUE,FALSE,"Ciutat Vella","Private room",1,1,1,30,3,1125,27,57,87,362,277,20,0,95,10,10,10,10,TRUE,2.76,"Autumn","2013","Unknown","very high"
"within an hour",FALSE,53,TRUE,TRUE,"Gràcia","Entire home/apt",5,2,2,70,3.2,300,21,21,21,21,29,9,0,81,8,9,9,8,TRUE,0.57,"Spring","2012","very high","high"
"within an hour",FALSE,53,TRUE,TRUE,"Eixample","Entire home/apt",6,2,3,83,2.6,300,30,60,71,230,71,21,0,86,9,9,10,9,TRUE,0.93,"Spring","2012","very high","high"
"within an hour",FALSE,4,TRUE,TRUE,"Eixample","Private room",2,1,1,29,1,1125,29,59,89,357,496,43,0,85,9,9,9,8,FALSE,4.95,"Spring","2012","very high","very high"
"within an hour",FALSE,2,TRUE,TRUE,"Sant Martí","Private room",1,1,1,25,3,1125,15,45,75,350,194,12,0,90,10,9,10,9,FALSE,1.94,"Spring","2012","very high","high"
"within an hour",FALSE,53,TRUE,TRUE,"Horta-Guinardó","Entire home/apt",4,1,2,60,2.6,300,18,45,75,234,32,11,0,81,9,9,9,8,TRUE,0.63,"Spring","2012","very high","high"
"within a few hours",FALSE,38,TRUE,TRUE,"Eixample","Entire home/apt",6,3,5,117,3,1125,0,0,0,0,214,16,0,92,9,9,10,9,FALSE,2.15,"Autumn","2011","very high","very high"
"within a few hours",FALSE,38,TRUE,TRUE,"Eixample","Entire home/apt",6,3,5,120,3,1125,0,3,22,100,164,15,0,91,9,9,10,9,FALSE,1.65,"Autumn","2011","very high","very high"
"within a few hours",FALSE,24,TRUE,TRUE,"Ciutat Vella","Entire home/apt",3,1,2,31,32,330,26,56,86,361,9,0,0,92,10,10,10,9,FALSE,0.09,"Autumn","2011","very high","very high"
"within a day",FALSE,38,TRUE,TRUE,"Eixample","Entire home/apt",5,3,4,76,3.8,1125,20,50,80,325,74,20,0,93,10,10,10,9,TRUE,0.98,"Winter","2010","average","very high"
"within a day",FALSE,25,TRUE,TRUE,"Ciutat Vella","Entire home/apt",4,2,2,140,33,160,30,60,90,365,3,0,0,100,10,10,10,10,FALSE,0.03,"Spring","2012","average","high"
"within an hour",TRUE,1,TRUE,TRUE,"Eixample","Entire home/apt",4,2,2,139,4,1125,0,0,0,0,86,14,1,98,10,10,10,10,TRUE,0.87,"Spring","2012","very high","very high"
"within a few hours",TRUE,1,TRUE,TRUE,"Ciutat Vella","Private room",2,1,0,40,2,1125,19,19,19,19,386,28,2,94,10,9,10,9,FALSE,3.9,"Spring","2012","very high","very high"
"Unknown",TRUE,2,TRUE,FALSE,"Eixample","Private room",2,1,1,60,3,1125,30,60,90,129,86,2,0,98,10,10,10,10,TRUE,0.99,"Spring","2012","Unknown","very high"
"within a day",FALSE,1,TRUE,TRUE,"Gràcia","Entire home/apt",8,4,0,500,5,60,28,58,88,138,53,1,0,93,10,9,10,9,FALSE,0.62,"Spring","2012","very high","very high"
"within an hour",TRUE,1,TRUE,TRUE,"Eixample","Entire home/apt",2,2,2,102,90,250,30,60,90,180,71,10,0,96,10,10,10,9,FALSE,0.71,"Spring","2012","very high","very high"
"within a few hours",TRUE,2,TRUE,FALSE,"Sant Andreu","Entire home/apt",4,3,3,95,28,1125,0,0,22,297,23,0,0,91,10,10,9,9,FALSE,0.26,"Spring","2012","very high","very high"
"a few days or more",FALSE,134,TRUE,TRUE,"Eixample","Entire home/apt",6,2,5,130,1,1125,30,60,90,365,7,1,0,90,9,9,9,8,FALSE,0.07,"Autumn","2011","low","very low"
"Unknown",FALSE,2,TRUE,TRUE,"Ciutat Vella","Private room",2,1,1,30,13,1125,30,60,90,365,42,0,0,96,10,10,10,10,TRUE,0.44,"Winter","2012","Unknown","high"
"within an hour",TRUE,6,TRUE,TRUE,"Ciutat Vella","Entire home/apt",6,2,3,100,5.7,600,17,47,77,329,64,4,0,94,10,9,9,9,TRUE,0.71,"Spring","2011","very high","very high"
"within an hour",TRUE,6,TRUE,TRUE,"Ciutat Vella","Entire home/apt",5,2,3,85,5.6,1125,30,60,90,358,20,2,0,96,10,9,9,9,TRUE,0.23,"Spring","2011","very high","very high"
"within an hour",FALSE,11,TRUE,TRUE,"Eixample","Entire home/apt",6,3,4,113,2,365,29,59,89,357,52,10,0,92,9,9,10,9,TRUE,0.53,"Summer","2011","very high","very high"
"within an hour",TRUE,1,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",8,4,7,172,2,1125,0,0,0,0,70,11,0,96,10,9,10,10,TRUE,1.52,"Spring","2012","very high","very high"
"within an hour",FALSE,8,TRUE,TRUE,"Ciutat Vella","Entire home/apt",3,2,2,44,90,1125,18,18,18,263,122,0,0,83,9,8,9,9,FALSE,1.27,"Spring","2012","very high","very high"
"within a few hours",TRUE,1,TRUE,TRUE,"Sant Martí","Private room",2,1,0,20,3,20,25,49,77,352,149,11,1,98,10,10,10,10,FALSE,1.68,"Spring","2012","very high","very high"
"within a day",FALSE,2,TRUE,FALSE,"Eixample","Private room",2,1,1,68,3,6,30,60,90,365,7,0,0,100,10,10,10,10,FALSE,0.14,"Spring","2012","very high","very low"
"Unknown",TRUE,1,TRUE,TRUE,"Eixample","Private room",2,1,1,40,2,7,17,47,77,77,61,6,0,100,10,10,10,10,FALSE,0.63,"Autumn","2011","Unknown","very high"
"within a day",FALSE,8,TRUE,TRUE,"Eixample","Entire home/apt",4,1,3,165,2,360,0,0,0,235,64,0,0,99,10,10,10,10,FALSE,0.64,"Spring","2011","very high","very high"
"within an hour",FALSE,11,TRUE,TRUE,"Eixample","Entire home/apt",8,4,6,148,2,1125,27,57,87,347,90,15,1,93,10,10,10,9,TRUE,0.91,"Summer","2011","very high","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Eixample","Entire home/apt",4,1,1,135,2.2,90,24,54,84,359,51,1,0,96,10,10,10,10,FALSE,0.53,"Spring","2012","Unknown","high"
"a few days or more",FALSE,1,TRUE,TRUE,"Ciutat Vella","Private room",2,1,1,43,31,1125,22,52,82,357,33,1,0,93,9,9,10,9,FALSE,0.33,"Autumn","2011","very low","low"
"within a few hours",FALSE,1,TRUE,TRUE,"Eixample","Entire home/apt",8,4,5,220,1,30,26,39,69,332,438,39,0,95,10,9,10,10,FALSE,5.02,"Summer","2011","very high","very high"
"within a few hours",FALSE,38,TRUE,TRUE,"Eixample","Entire home/apt",6,3,5,110,3,1125,0,24,54,131,206,23,0,90,9,9,10,9,FALSE,2.09,"Autumn","2011","very high","very high"
"within an hour",TRUE,1,TRUE,TRUE,"Eixample","Entire home/apt",3,2,2,169,12.2,100,28,56,62,330,123,10,0,95,10,10,10,10,FALSE,1.45,"Spring","2012","very high","very high"
